0	D1	D2	D3	DR1	DR2	DR3	V1	V2	V3	VR1	VR2	VR3
XLOC_000912	643.313	0.0	0.0	266.455	289.348	194.684	91.7076	88.7638	204.238	181.364	87.1348	197.098
XLOC_000913	495.987	539.775	563.64	757.718	411.487	509.159	591.689	519.116	481.731	672.219	471.953	578.399
XLOC_000914	29.8856	30.5415	35.1349	31.0085	27.4269	29.051	30.8983	42.6521	59.9951	33.8718	34.1824	33.6657
XLOC_000915	66.1786	53.1387	60.6347	61.3885	55.1906	38.8031	49.9222	40.9005	41.8746	61.0245	57.5171	37.8762
XLOC_000916	676.674	563.611	657.595	701.738	541.033	526.474	586.042	528.088	385.125	553.97	551.301	578.14
XLOC_000917	26.2788	28.3517	27.1339	33.536	21.0837	27.0821	40.4993	34.4953	42.3912	39.2454	35.0167	30.4643
XLOC_000918	137.739	157.711	164.837	189.649	174.216	175.323	175.767	197.883	208.133	205.572	195.722	179.117
XLOC_000919	94.3628	114.953	112.762	146.566	103.559	113.084	126.448	190.875	180.548	184.624	155.163	140.892
XLOC_000920	117.594	154.184	157.708	133.48	155.995	150.456	164.983	215.963	220.22	183.911	199.903	183.182
XLOC_000921	14.5973	20.0932	15.4009	27.2074	9.84832	15.4614	20.8092	13.5953	27.8059	16.4612	12.8515	24.225
XLOC_000922	191.988	211.159	174.248	171.793	121.707	185.928	194.034	117.434	110.25	149.004	128.64	169.426
XLOC_000923	899.505	719.838	748.641	1024.2	736.173	858.542	723.867	548.896	416.414	696.253	542.287	719.595
XLOC_000924	228.177	277.232	282.256	307.859	299.08	218.646	249.513	291.238	292.556	341.13	307.111	230.58
XLOC_000925	101.167	123.987	120.83	128.648	104.576	122.195	137.767	116.692	149.979	129.471	109.863	159.146
XLOC_000926	18.0537	15.0881	22.3415	18.1602	13.9203	18.7321	15.8096	25.978	41.7592	15.9963	14.3226	22.3885
XLOC_000927	38.7137	35.0589	39.8266	53.5905	36.6581	49.3297	37.7605	46.3884	45.0661	54.8584	50.2287	41.8259
XLOC_000928	276.98	179.8	432.05	817.837	479.443	218.444	212.98	571.526	391.933	828.192	568.711	225.867
XLOC_000929	389.924	234.083	690.553	1488.24	854.773	255.444	308.766	1380.04	1074.58	1844.64	1157.69	416.101
XLOC_000930	83.7224	66.1829	81.6102	70.9396	67.1362	60.5184	61.7896	53.601	43.7432	71.7535	61.3005	50.2267
XLOC_000931	206.864	153.575	158.496	111.437	160.999	161.076	151.258	137.904	133.683	125.161	128.132	121.655
XLOC_000932	108.14	135.721	98.0351	96.1688	83.633	112.839	102.959	62.1826	59.3435	97.3242	68.4645	81.2557
XLOC_000933	91.7963	107.515	106.12	99.6115	80.1615	113.394	127.799	88.1434	80.3288	87.4752	80.4181	127.41
XLOC_000934	166.751	177.255	229.61	149.686	171.355	178.507	214.364	214.525	236.251	155.922	206.408	206.901
XLOC_000935	314.93	275.914	328.232	454.604	302.278	299.635	267.699	278.083	269.6	363.735	270.228	286.91
XLOC_000936	82.3381	114.175	59.6573	56.0008	81.4472	125.6	86.1922	63.2188	53.6315	48.4815	71.7707	109.16
XLOC_000937	1050.73	926.364	854.74	1291.21	961.53	1264.2	1106.41	865.608	658.416	983.889	846.582	1169.13
XLOC_000938	3217.68	2708.91	2337.33	3860.74	2932.9	3872.75	2801.15	1993.84	1310.29	2774.8	2138.26	2826.27
XLOC_000939	0.507292	0.581906	1.20189	0.560311	0.912676	1.22816	0.771383	0.97994	1.07369	0.524394	0.824534	1.0707
XLOC_000940	1925.3	1570.67	1688.38	1497.91	1809.31	2008.99	1654.18	1066.53	786.889	1550.41	1471.53	1510.6
XLOC_000941	100.826	153.747	111.037	173.298	138.764	177.595	165.336	182.105	253.717	182.21	174.101	193.917
XLOC_000942	498.24	412.014	465.293	573.281	441.06	416.4	433.421	439.323	307.216	526.786	407.908	401.994
XLOC_000943	174.734	200.939	185.513	234.266	191.783	160.522	207.316	246.555	294.157	266.032	218.314	194.162
XLOC_000944	107.366	87.7261	102.606	119.841	89.1523	108.639	105.962	94.1275	82.6812	102.991	98.5899	110.38
XLOC_000945	32.5299	31.9839	31.4821	36.5713	59.5701	45.003	38.7547	42.9609	55.0802	34.7183	46.5785	50.0697
XLOC_000946	13.0516	20.4607	20.6148	22.6746	14.6758	17.1156	20.2595	32.015	46.4235	27.2897	31.8203	22.2892
XLOC_000947	133.145	147.073	146.989	168.626	128.862	136.388	161.431	140.707	150.843	157.492	131.594	149.712
XLOC_000948	11.995	9.43491	12.9408	12.7755	10.7902	10.3714	7.32835	10.8761	19.2221	10.628	14.8543	15.4001
XLOC_000949	390.259	405.961	397.113	230.976	497.632	248.196	297.23	328.826	287.734	434.365	424.485	240.449
XLOC_000950	115.527	116.646	91.7048	30.4007	28.6296	144.475	135.491	43.7173	40.7465	35.0484	37.6657	178.217
XLOC_000951	10.2862	13.3723	7.61575	4.26046	2.05622	15.2185	21.5065	2.83856	9.19217	2.57768	8.669	26.8459
XLOC_000952	40.4562	41.7659	49.4228	76.8013	72.7852	67.3371	45.1767	64.1942	99.8974	47.5227	60.2763	68.1721
XLOC_000953	15.3951	7.94674	9.40359	11.956	13.8487	10.4827	11.5219	9.55889	25.2526	9.76545	10.9474	11.7918
XLOC_000954	435.152	370.502	561.814	180.237	387.702	246.759	341.835	310.427	214.491	114.234	290.756	377.787
XLOC_000955	528.577	585.619	563.598	200.729	471.795	311.765	374.752	253.728	194.354	116.471	213.83	376.794
XLOC_000956	69.3633	70.3187	69.5383	67.5538	78.4169	67.5122	61.7338	76.5655	91.8547	74.5204	71.3516	60.1168
XLOC_000957	76.9285	73.6232	81.0877	96.1553	89.2659	67.7755	72.2885	101.372	125.825	86.3662	96.6754	77.1697
XLOC_000958	19.9853	36.6797	29.5937	60.7036	47.9411	52.4168	36.0875	112.141	177.657	41.3181	75.7946	80.2804
XLOC_000959	574.934	313.81	429.492	457.312	652.656	337.405	305.066	466.1	352.731	697.134	566.636	366.231
XLOC_000960	78.885	51.578	78.0296	53.6936	76.6384	67.7985	64.3991	80.4726	89.8811	96.9637	104.497	75.1916
XLOC_000961	235.167	305.385	283.84	139.674	155.666	408.208	273.255	233.872	234.781	178.881	248.812	338.954
XLOC_000962	10.3753	5.95065	4.86508	8.35597	3.11105	8.02401	4.60148	8.90755	13.0537	9.26253	10.9301	11.0668
XLOC_000963	14.1492	27.9972	15.3209	30.035	26.2514	36.9315	32.0205	32.2128	33.1289	27.9227	33.5381	37.3894
XLOC_000964	48.6768	40.8881	41.8855	44.4507	31.7201	55.2119	50.7049	47.5965	60.274	52.5149	51.0838	56.6011
XLOC_000965	147.427	165.29	148.416	162.102	156.249	140.735	160.914	154.842	145.275	191.886	156.933	141.759
XLOC_000966	9.14327	5.50625	9.1389	7.57415	11.3092	8.30099	7.16882	9.46186	8.70837	4.51095	8.35939	6.53638
XLOC_000967	12.5936	25.0396	10.2565	11.0119	11.3286	12.7039	23.9371	8.68827	5.92324	13.8071	14.0252	11.7181
XLOC_000968	140.546	135.814	95.86	102.314	128.983	183.021	167.975	103.818	118.086	90.4525	113.835	151.654
XLOC_000969	2382.74	1418.65	2644.49	3010.13	2789.46	3708.18	2652.32	3213.98	1917.92	3390.88	3894.59	3952.76
XLOC_000970	24.0321	21.6293	23.8153	24.5019	31.5958	20.1399	31.6237	31.1187	39.909	15.1138	29.0452	23.4103
XLOC_000971	24.29	29.604	30.5727	17.6063	29.1336	34.1505	31.7411	33.5849	45.1982	23.1115	32.4202	37.2097
XLOC_000972	454.174	505.587	402.44	362.842	420.186	348.259	417.501	348.791	313.524	378.884	447.034	388.066
XLOC_000973	49.6881	58.6248	61.8044	58.2132	45.9743	51.5552	77.3091	77.9616	82.6303	68.8399	69.993	64.0832
XLOC_000974	52.9026	41.1594	44.9585	32.3915	64.1416	44.5489	34.1009	52.0483	68.6422	38.2586	64.178	31.0071
XLOC_000975	3525.71	4284.61	2223.91	782.993	1722.02	5520.6	6537.57	1895.85	1238.21	990.232	1817.04	3844.76
XLOC_000976	207.317	254.251	179.996	328.581	310.839	199.287	201.952	150.079	193.988	310.959	218.355	175.024
XLOC_000977	74.2615	80.2924	72.6201	70.1458	75.8417	69.1265	71.2047	60.6	61.4699	77.3178	72.1025	65.7285
XLOC_000978	21229.3	15718.0	5001.15	2931.01	5497.61	16937.5	14948.3	1864.04	1157.35	1722.95	1829.83	10446.2
XLOC_000979	2082.02	1950.47	1112.27	1139.29	606.734	3193.32	2545.97	278.652	161.482	102.123	259.197	2653.07
XLOC_000980	789.825	817.989	936.292	919.528	972.55	693.886	721.388	959.677	956.632	1218.66	974.38	706.337
XLOC_000981	123.529	172.709	131.371	273.085	139.51	195.494	191.403	179.429	208.76	280.099	161.264	205.255
XLOC_000982	149.416	185.307	106.463	80.8818	115.777	168.333	144.671	79.6073	89.8626	72.5691	80.1501	135.672
XLOC_000983	12.5134	16.8803	12.0072	16.1709	13.9581	23.3273	23.4042	18.2328	22.2474	12.4179	21.0169	22.492
XLOC_000984	1544.5	1063.0	1509.45	895.608	1111.49	1308.74	792.635	255.73	392.276	957.94	836.791	630.936
XLOC_000985	36.9857	23.0622	33.0009	32.3406	29.8584	27.5517	25.0557	32.9749	24.2872	33.331	32.8836	25.1814
XLOC_000986	1100.03	1095.14	1050.74	1080.93	946.781	1156.24	1100.93	757.656	723.382	842.944	840.017	1164.1
XLOC_000987	670.609	621.412	663.215	678.886	658.858	705.203	544.753	413.542	402.812	513.311	525.709	581.947
XLOC_000988	10.2311	29.1779	23.0328	20.0597	20.3099	37.7837	23.4109	21.1224	33.367	14.3848	24.8856	28.851
XLOC_000989	498.405	462.167	474.296	848.358	457.749	357.212	505.798	493.088	480.968	818.173	538.486	447.543
XLOC_000990	256.073	257.403	240.057	418.616	242.939	331.921	319.963	268.69	251.418	342.421	282.195	355.498
XLOC_000991	161.721	151.089	154.964	216.035	163.21	153.294	147.851	186.903	200.138	205.072	167.995	164.613
XLOC_000992	320.332	389.972	365.919	370.812	320.341	342.441	361.05	318.923	289.334	451.073	341.92	317.627
XLOC_000993	64.0668	66.3807	68.3672	94.6067	72.0397	55.8468	73.8587	83.4025	88.8025	103.266	88.5688	68.2028
XLOC_000994	129.773	193.275	219.257	134.818	151.186	225.336	263.85	221.917	226.038	192.526	236.286	257.678
XLOC_000995	6.1661	6.89621	2.56798	2.8732	3.8134	6.5311	4.50493	5.74286	9.86959	4.01995	5.53307	6.29722
XLOC_000996	706.191	680.763	648.541	405.936	602.682	487.703	718.251	645.85	872.849	527.079	558.58	511.78
XLOC_000997	8572.26	11789.7	6363.0	6566.81	10798.7	12080.8	10960.2	3925.53	3397.34	8082.94	6907.7	9017.66
XLOC_000998	336.005	485.116	259.131	302.997	360.414	489.556	401.679	164.197	171.958	243.173	256.43	408.012
XLOC_000999	73.5976	100.373	73.3512	68.8411	68.6482	120.486	100.117	48.339	57.1926	65.615	72.4652	120.648
XLOC_001000	502.409	556.35	503.851	340.023	474.92	623.576	597.202	381.651	304.417	361.936	480.51	602.642
XLOC_001001	67.6235	89.6706	61.8834	60.6865	55.9646	88.9531	103.599	62.7018	66.3153	78.7999	82.0682	97.0543
XLOC_001002	163.519	226.243	153.091	117.04	159.468	268.803	232.442	129.141	169.222	131.406	168.287	246.141
XLOC_001003	880.704	774.304	769.547	471.504	728.225	799.713	675.057	573.724	652.999	539.359	616.02	667.5
XLOC_001004	502.829	419.318	451.516	425.837	407.53	449.121	469.058	446.995	334.36	391.693	496.98	450.303
XLOC_001005	239.581	222.748	278.21	266.361	151.24	333.262	347.527	387.407	438.578	263.062	376.882	323.658
XLOC_001006	713.508	577.647	477.558	608.573	580.985	499.031	463.516	343.333	284.804	573.659	420.932	407.629
XLOC_001007	359.132	328.847	248.324	350.532	258.448	295.807	264.885	144.349	129.219	304.181	201.764	240.473
XLOC_001008	125.141	158.918	121.022	175.45	106.594	138.078	147.61	101.615	121.415	151.579	124.95	150.535
XLOC_001009	144.298	142.426	161.718	212.506	157.197	127.884	119.49	123.92	108.222	237.252	146.83	115.329
XLOC_001010	453.184	456.999	516.676	431.842	479.91	344.6	527.462	601.159	549.401	641.642	606.832	444.66
XLOC_001011	3775.07	4749.22	4254.72	4328.91	4101.26	5871.51	6684.63	4182.5	3904.91	4440.26	3881.19	6504.89
XLOC_001012	283.923	282.797	252.255	282.728	296.363	210.83	205.382	192.558	153.641	318.715	236.957	182.823
XLOC_001013	10.9667	10.8252	10.2564	13.0294	10.5142	15.2841	13.8235	13.2204	22.967	15.5808	13.1342	15.3557
XLOC_001014	919.264	838.345	833.114	865.275	711.338	745.071	773.052	639.022	429.522	732.465	669.829	738.857
XLOC_001015	16.8657	24.183	27.4718	23.8677	31.6077	30.6241	28.0502	25.9862	23.7978	17.0381	28.9359	21.8175
XLOC_001016	1.71905	1.57751	2.16369	1.1867	1.03092	1.04046	3.34915	1.26503	2.06176	0.646183	1.55227	2.51636
XLOC_001017	127.808	139.436	149.255	142.861	159.653	131.742	142.734	176.348	203.295	190.072	195.488	151.729
XLOC_001018	1.47537	0.338475	0.873876	0.814784	1.76957	0.297658	0.560859	1.89999	2.60221	0.554585	1.06579	1.70764
XLOC_001019	552.152	370.068	667.605	423.084	578.797	380.501	424.694	586.043	449.478	496.544	584.182	439.363
XLOC_001020	209.63	213.164	235.959	185.842	207.315	178.099	203.92	209.999	193.34	243.481	223.542	178.07
XLOC_001021	134.49	62.1795	164.64	51.8776	109.437	88.5462	96.8856	129.048	152.212	55.7156	107.768	70.562
XLOC_001022	7.49862	5.98667	5.59629	0.869644	4.85671	4.53856	4.4469	6.95287	14.7918	2.11402	5.76898	4.16599
XLOC_001023	69.9181	76.5243	83.6343	109.481	121.495	110.234	59.1225	90.9664	93.9512	78.0764	78.7643	93.3487
XLOC_001024	60.0837	54.5111	73.003	102.644	57.1226	72.1964	57.7893	80.6542	116.105	78.9331	77.4646	77.8026
XLOC_001025	2468.63	2403.45	2713.43	1890.67	3130.31	2408.48	2167.53	1926.23	1564.88	2001.32	2208.06	2086.31
XLOC_001026	85.3721	84.4711	93.632	101.106	93.1862	138.295	92.7485	116.29	172.158	70.7391	97.7186	133.648
XLOC_001027	46.8709	43.2039	45.733	50.2673	37.6456	53.1914	54.8854	52.1996	68.0251	60.6424	57.5902	48.3804
XLOC_001028	16.8624	27.1902	23.6496	27.4383	29.0372	23.9113	23.8322	32.9057	41.7059	30.6965	31.4535	29.4725
XLOC_001029	96.2654	117.345	89.7445	119.617	100.013	108.734	113.458	109.161	131.79	124.038	117.993	125.868
XLOC_001030	2670.05	1656.08	2399.22	2278.98	2001.55	1755.53	1872.56	2017.65	945.335	1656.01	1679.94	1688.13
XLOC_001031	142.755	103.69	128.705	53.2372	126.047	99.4751	95.6699	83.4407	54.5198	49.4533	116.3	109.747
XLOC_001032	132.677	152.794	136.552	101.202	125.258	127.213	170.036	132.678	156.254	134.433	146.612	118.594
XLOC_001033	273.113	278.763	285.0	268.29	257.501	239.221	276.282	246.865	217.968	264.112	233.819	249.555
XLOC_001034	8.8815	9.67843	5.58938	9.50318	11.9841	10.3032	6.33052	7.35277	11.4354	4.3818	4.81189	8.76801
XLOC_001035	24.3718	37.3676	33.2305	28.9845	22.575	42.9389	42.4487	31.8301	43.6161	33.0621	29.2849	46.3792
XLOC_001036	166.739	186.556	149.091	76.3225	68.4576	289.561	217.339	67.9578	56.5556	33.0257	62.3096	263.024
XLOC_001037	11.5291	17.1395	11.4724	17.0	9.95628	18.7012	15.3835	11.7082	22.84	16.7716	11.7431	18.0853
XLOC_001038	297.489	329.456	296.746	306.924	291.328	293.819	322.305	274.27	333.424	318.128	270.702	285.309
XLOC_001039	112.288	115.533	111.604	236.068	130.088	105.376	119.327	101.881	84.3813	234.865	113.991	98.4589
XLOC_001040	69.3633	90.6608	111.098	136.005	111.626	102.452	112.126	141.365	147.886	138.141	136.013	127.249
XLOC_001041	190.064	179.576	188.349	128.566	225.604	137.5	114.15	112.969	93.0706	138.238	145.322	95.7893
XLOC_001042	66.6505	39.7319	73.671	107.816	93.4746	53.3637	50.7239	137.439	183.721	107.119	105.488	74.8209
XLOC_001043	371.565	340.657	426.587	409.162	316.261	291.232	335.894	417.185	322.012	387.136	364.897	350.038
XLOC_001044	595.541	500.397	617.303	886.979	660.725	464.584	549.004	596.205	423.66	900.341	639.936	471.696
XLOC_001045	102.723	93.2993	112.586	138.801	137.092	101.923	88.3421	121.289	101.579	115.127	132.976	100.092
XLOC_001046	4448.79	2797.89	4348.88	3374.79	3588.94	4147.13	3786.14	3750.4	2498.21	3365.31	3364.35	3435.88
XLOC_001047	999.457	675.316	1045.06	872.975	814.474	937.533	938.988	978.025	648.346	809.36	882.485	870.67
XLOC_001048	2982.29	2249.39	2732.34	2515.26	2749.07	2568.48	2066.52	2092.73	1295.67	2093.05	2066.64	1983.95
XLOC_001049	63.3938	75.6267	66.649	83.1479	66.8022	109.809	87.4449	76.0574	97.9472	67.4032	70.8182	98.2225
XLOC_001050	175.852	137.168	171.862	291.346	421.837	383.166	110.302	414.104	1856.01	181.78	422.384	531.59
XLOC_001051	36.7802	45.1813	50.0709	36.906	34.4131	51.1434	54.1722	67.067	85.4686	42.4793	57.2665	62.8238
XLOC_001052	157.914	128.604	181.128	117.774	154.842	159.809	146.216	163.241	127.351	140.286	174.826	151.108
XLOC_001053	2.18056	0.0	1.21084	0.677378	1.47115	2.30963	1.08798	0.902615	1.26918	0.153687	0.147675	0.556731
XLOC_001054	84.2684	67.9973	83.9053	50.5497	54.8927	102.007	99.4171	84.9994	191.886	37.6836	66.9091	141.257
XLOC_001055	5214.57	2192.59	4429.05	949.702	2762.07	2960.78	3525.0	2108.19	1884.41	1039.94	1595.98	1751.32
XLOC_001056	32.7773	14.0994	37.9186	10.8892	26.7208	18.8053	27.2567	33.6367	50.8742	11.7433	26.4525	18.8293
XLOC_001057	22.1307	21.8801	19.0381	25.3167	15.3259	18.8164	25.1387	13.3776	16.8773	20.0543	15.5587	20.1618
XLOC_001058	15.2669	13.8256	12.8502	23.2969	27.467	16.0491	16.0365	18.6261	40.6461	14.4979	15.6722	29.5419
XLOC_001059	96.1778	113.719	116.125	131.766	98.7185	123.887	155.387	142.573	197.56	146.349	140.625	148.09
XLOC_001060	132.12	145.873	111.714	120.088	123.624	115.258	120.086	119.505	149.711	140.364	135.18	125.697
XLOC_001061	48.0728	47.4847	47.0611	49.7785	60.0614	53.0737	45.3062	58.5919	79.3251	46.5562	63.3045	60.5505
XLOC_001062	32.807	32.2563	28.7314	35.3298	35.4141	42.5497	37.1472	35.9548	67.8495	29.861	36.0567	52.8415
XLOC_001063	273.825	354.584	249.891	225.152	312.615	409.628	322.691	198.52	207.639	170.596	195.609	332.815
XLOC_001064	1192.08	1352.61	983.392	1499.66	1143.54	1505.3	1213.34	698.756	523.04	1077.05	743.162	1164.58
XLOC_001065	520.795	533.43	412.849	453.229	426.748	576.978	441.691	287.568	229.558	290.245	274.076	417.482
XLOC_001066	18.2012	26.5723	25.9717	42.7198	20.3422	36.721	31.7651	30.2888	37.3558	26.7449	27.3423	40.2181
XLOC_001067	10.98	7.19713	3.94859	7.36316	4.23306	9.81029	3.57773	4.90575	8.18912	5.60138	4.81572	4.91257
XLOC_001068	13.6321	15.308	9.88057	12.4814	12.9083	17.8046	21.8881	13.6617	27.0305	10.7205	14.5771	16.2668
XLOC_001069	79.9362	101.759	107.332	156.334	100.562	134.959	123.207	98.1877	92.7347	120.304	110.062	138.106
XLOC_001070	2141.5	2993.41	1932.69	2129.34	1760.6	3459.88	2680.44	1549.32	1515.52	2417.19	1715.22	2859.81
XLOC_001071	187.525	192.041	163.096	212.895	183.932	189.053	175.856	162.573	131.384	175.163	144.442	163.709
XLOC_001072	1.57998	0.54371	1.05282	1.96325	0.71064	0.956287	0.675703	0.654012	3.00965	0.222715	0.64201	1.1295
XLOC_001073	20.7355	23.4631	24.4043	29.1484	27.826	27.1729	30.7745	26.4211	25.339	27.0378	28.9715	28.3691
XLOC_001074	15.2159	15.4122	11.6058	8.44273	13.4293	9.03572	10.3954	8.47715	7.65624	9.71251	11.0436	9.55824
XLOC_001075	104.636	105.518	84.452	111.286	113.434	119.935	95.9459	78.2697	70.3332	103.841	92.2	97.858
XLOC_001076	6.0212	8.85328	4.49854	8.95549	6.64741	8.77957	6.78879	6.26876	13.2074	5.01535	5.78301	7.21137
XLOC_001077	69.6598	115.43	65.0893	62.779	72.6877	107.175	98.522	63.0735	64.5389	61.355	71.8216	107.474
XLOC_001078	2.72238	1.5614	0.604685	0.939659	2.04078	0.549244	0.905544	1.1269	1.63256	1.27916	0.737477	0.926757
XLOC_001079	460.234	536.695	485.802	488.336	427.585	399.273	441.177	339.095	286.994	446.292	357.406	361.715
XLOC_001080	33.6713	56.4244	48.7757	76.4021	89.5508	78.8605	53.4264	92.9188	168.56	43.7488	60.2803	92.6962
XLOC_001081	14.7659	20.3253	11.5572	8.15459	12.0178	9.36271	11.026	11.8363	11.608	8.92036	13.3333	11.7767
XLOC_001082	452.248	656.334	512.966	447.21	400.689	504.895	588.79	416.472	365.157	550.351	481.459	513.829
XLOC_001083	108.746	80.8803	87.8902	94.1519	136.637	92.9957	70.3105	68.7311	37.4943	68.634	82.1991	69.501
XLOC_001084	54.4054	60.8854	44.8003	51.8472	60.4796	55.9526	52.4618	44.5526	40.9111	51.3762	51.1639	54.8395
XLOC_001085	1049.95	1021.59	617.635	380.84	701.69	708.837	660.405	281.636	206.649	338.886	335.848	445.012
XLOC_001086	2097.87	2077.43	1161.09	485.099	1154.87	1350.9	1364.86	468.908	374.814	497.869	628.266	905.131
XLOC_001087	106.277	76.8647	104.826	66.402	124.769	67.5955	77.0359	125.266	149.069	93.9482	138.582	83.1506
XLOC_001088	44.4637	28.154	37.1341	61.1429	43.1974	51.6706	52.2295	53.9885	66.2523	51.6453	57.8157	63.2095
XLOC_001089	22.3148	32.0876	27.4376	26.9026	20.0734	24.8416	35.4464	52.3426	65.1938	23.816	26.4466	30.8469
XLOC_001090	90.8768	67.387	58.7433	73.533	66.0571	88.5505	74.3607	50.2341	43.3515	50.7643	49.4646	75.5116
XLOC_001091	826.103	853.227	1014.33	923.059	1055.37	893.921	825.692	1094.33	829.732	1012.3	1062.41	896.779
XLOC_001092	3.92062	6.07133	3.70104	6.69856	6.17194	5.93242	6.14796	9.8726	15.0403	5.6647	6.90348	5.60558
XLOC_001093	0.907127	2.49732	3.2238	3.75725	1.63202	3.29425	4.39674	4.50593	6.33585	2.55739	2.70309	6.6702
XLOC_001094	149.277	133.562	150.311	162.817	116.379	180.701	174.498	215.583	300.15	197.797	186.016	235.791
XLOC_001095	20.1934	30.6229	29.6484	19.1379	21.2439	21.5441	28.1037	32.2074	31.2217	22.5788	26.4242	23.2094
XLOC_001096	36.3834	26.1621	39.5623	24.5164	26.867	39.4409	36.6936	22.6281	29.1934	26.9444	32.3631	40.3736
XLOC_001097	135.576	172.915	150.568	152.319	132.248	138.216	155.704	127.79	138.722	169.012	131.986	140.362
XLOC_001098	1261.41	1584.95	1237.78	1501.57	1171.84	2149.32	1853.03	1292.55	1151.35	1404.5	1252.66	2050.89
XLOC_001099	88.0991	77.2998	87.1987	80.0219	87.1288	83.5694	73.0037	68.5277	70.3328	93.5383	77.0396	70.3995
XLOC_001100	7.68418	5.8175	5.12034	16.5502	14.516	8.83667	5.4771	8.69411	22.2813	8.23208	7.91008	9.10319
XLOC_001101	1740.88	1692.06	2274.53	1886.4	1962.23	1874.09	1717.99	1573.26	1513.63	1552.66	1679.64	1684.45
XLOC_001102	232.036	225.514	239.89	386.761	239.723	180.445	199.27	182.007	159.685	344.128	211.238	179.236
XLOC_001103	880.542	693.45	867.066	522.633	655.073	742.667	722.469	673.415	534.54	569.132	705.532	693.004
XLOC_001104	124.334	127.927	144.313	293.904	122.013	126.943	131.77	150.991	132.729	245.367	141.983	125.011
XLOC_001105	1.46513	3.02513	1.30172	2.62967	1.31797	1.47796	1.53166	1.75203	3.20435	1.10147	0.661492	2.39406
XLOC_001106	530.895	520.213	457.133	502.046	512.302	756.092	521.355	435.42	484.171	374.853	401.213	595.742
XLOC_001107	37.5425	67.489	50.7795	86.3363	57.4621	82.0731	73.3288	88.1387	136.979	97.6259	85.6105	84.8076
XLOC_001108	40.111	33.7013	31.0089	31.5012	41.7053	42.8794	37.8727	32.4881	53.5835	31.8684	34.5731	36.7079
XLOC_001109	1269.58	1218.12	1448.21	3500.48	1797.78	1479.86	1364.29	1420.71	988.875	3423.01	1916.35	1606.99
XLOC_001110	240.499	250.623	306.629	641.293	288.456	313.741	265.365	281.219	274.785	603.321	284.892	290.989
XLOC_001111	39.3624	30.9613	37.9696	50.7741	32.3736	29.2697	33.3472	61.7604	59.7461	56.1196	49.0499	39.5102
XLOC_001112	561.065	558.828	763.362	596.013	610.393	597.355	580.289	713.699	606.765	698.079	737.857	564.031
XLOC_001113	50.1426	56.1644	47.6073	48.4603	38.0307	46.4161	67.8369	55.8918	70.5439	56.8223	57.7958	60.2457
XLOC_001114	12.74	17.1859	11.0927	10.1315	14.2109	19.4316	20.9222	19.1255	28.906	9.3384	13.6668	23.1074
XLOC_001115	113.379	150.571	134.074	104.504	113.483	155.61	162.993	163.049	148.375	90.9397	123.287	162.758
XLOC_001116	1458.11	1010.6	1164.11	1143.0	1349.85	1073.92	879.448	961.912	545.65	1179.57	1024.76	866.56
XLOC_001117	77.9284	78.5358	63.6729	96.2557	83.8708	77.4877	96.4111	139.014	163.17	103.964	123.646	116.252
XLOC_001118	59.7631	58.1521	63.8542	82.1558	65.8101	52.075	64.778	69.0964	64.9897	78.578	69.9218	55.7724
XLOC_001119	120.671	151.447	148.835	163.467	111.105	103.11	153.809	135.943	128.603	152.488	138.063	144.985
XLOC_001120	18.5383	21.9982	22.1501	25.4182	20.1265	18.5716	28.2499	29.4599	54.2549	24.1493	22.512	31.7282
XLOC_001121	122.0	98.8469	89.87	72.919	88.9083	73.8411	85.4179	76.7096	60.7952	78.3672	87.4338	93.6824
XLOC_001122	67.0011	62.4395	75.9815	80.6686	66.6354	68.5113	68.6986	68.9051	60.5112	81.657	65.4986	65.9608
XLOC_001123	9.50243	11.3361	9.0054	14.9562	8.54797	10.7359	12.1013	12.2373	10.4583	13.7519	14.9301	15.3978
XLOC_001124	22.7604	26.3257	26.1199	29.46	27.5834	19.5158	24.6952	27.6536	19.6706	27.1817	31.3421	20.468
XLOC_001125	12.8261	10.5931	12.725	11.5104	16.9221	11.9033	8.89834	15.5737	10.1348	9.16041	13.898	11.003
XLOC_001126	45.0604	63.6298	51.7688	37.6492	34.9434	36.2072	43.1932	49.7392	41.2728	39.2056	48.8264	39.0364
XLOC_001127	85.396	92.879	104.402	86.3028	85.1442	84.7738	104.057	100.559	80.4031	89.3291	101.447	101.835
XLOC_001128	78.2906	63.0164	83.3129	60.8243	93.9025	62.6455	62.6767	85.0772	55.0474	67.0883	88.4285	63.7836
XLOC_001129	25.3728	26.6911	24.1922	41.6096	20.2264	26.5937	32.4061	25.218	32.7014	38.7897	25.314	32.2745
XLOC_001130	81.9092	92.7205	86.179	135.705	71.743	86.4315	100.173	86.8452	89.5327	125.031	89.1928	109.407
XLOC_001131	59.0517	69.1559	64.1395	74.2728	60.6295	57.2609	77.8347	65.5246	71.6533	79.1431	65.9134	69.5272
XLOC_001132	2.5809	1.77631	0.764346	1.78165	0.0	1.30175	1.71697	1.30574	3.36856	1.69776	1.3983	1.40575
XLOC_001133	45.2046	38.0259	40.4416	61.3712	41.7937	61.9406	43.4981	41.2355	55.2798	44.7815	40.3086	49.6283
XLOC_001134	109.458	113.713	91.7449	82.9748	94.7482	111.25	114.821	70.6704	80.8661	69.8685	95.1088	104.614
